Video,Total Vehiculos,Total Brazo 1,Total Brazo 2,Fecha Exportación
C:/Users/angel/Desktop/proyecto_prometheo/contador de carros/Contador de carros/recursos/videos/Video_int1.mp4,3,3,0,2025-11-01 21:44:31
